pid,fum,frcv,fry,forc
331734,EH-0300,TD-1400,0,
331826,RB-4900,RB-4900,0,JP-2700
331878,RB-4900,JH-3000,0,
331890,DB-3800,JN-1000,0,JH-3000
331905,DA-1300,AS-2400,0,
331942,KW-0500,KW-0500,0,
331990,JC-5600,RB-3400,0,
332041,JW-6600,JC-5600,0,
332091,TD-2500,TD-2500,0,
332099,JR-3500,JR-3500,0,
332115,TH-1400,TB-2600,0,RT-0700
332140,JC-6200,CC-2600,0,
332153,JF-0400,ZM-0200,0,NW-0300
332168,JM-2900,DW-2900,0,
332277,EM-0200,AA-0100,0,
332310,DW-0900,AO-0300,0,AO-0300
332327,DW-0900,MM-1400,0,AO-0300
332378,RD-1800,RD-1800,0,TH-0600
332454,GH-1100,CD-0600,0,GM-0200
332464,CP-0500,CP-0500,0,LF-0500
332499,WP-0100,DO-0200,0,BR-0800
332529,WP-0100,DJ-0300,0,RJ-0600
332644,ER-0100,BW-0700,0,KF-0200
332795,JC-0500,,0,BM-1400
332813,TC-2300,AO-0300,0,AB-3300
332910,GW-1800,,0,RM-2800
332987,FT-0100,MR-2300,3,CH-1600
332998,DF-1400,DS-2700,0,JH-3400
333063,RW-2400,,0,CH-1600
333119,MB-0400,AG-1900,0,DW-2400
333219,JW-6000,GB-0600,0,ES-0700
333236,TR-0800,KK-1300,0,JD-1775
333247,JK-1500,JK-1500,0,GE-0200
333252,TG-0900,JW-2100,0,
333279,JB-2100,GW-1400,20,
333285,GW-1400,FJ-0100,0,
333305,CL-0800,CL-0800,0,
333324,TG-0900,TG-0900,0,
333325,CL-0800,CL-0800,0,
333344,ML-2500,JT-0900,0,JT-0900
333362,CL-0800,CL-0800,0,
333416,CL-0800,RD-0900,0,AS-0400
333502,BJ-0600,MP-0500,12,OG-0200
333526,BW-1000,SM-0200,6,JT-3800
333563,BJ-0600,JP-0600,0,JP-0600
333687,TD-2500,WB-0700,0,JH-6100
333781,WG-0500,JS-0300,0,
333800,CJ-0100,CJ-0100,0,
333822,TB-2300,RM-5000,0,
333829,BW-0700,,0,TC-1100
334090,BB-1800,DL-1900,0,
334111,MH-0100,HM-0300,0,RJ-0600
334121,BB-1800,JT-2700,0,DJ-0300
334136,TH-2700,KW-0800,0,RB-1400
334187,MH-0100,,0,
334252,SR-1200,JH-3000,0,GW-0800
334269,IH-0100,WD-0500,3,WD-0500
334321,SR-1200,JH-3000,9,GA-0100
334324,LM-0800,CB-3200,19,
334398,MH-1600,MH-1600,0,KD-0100
334513,MB-2100,MB-2100,0,
334573,TD-1400,TD-1400,0,
334598,FG-0200,EH-0400,16,CB-2100
334619,AA-1100,PW-1200,0,WH-0200
334655,SH-1100,PW-0900,1,
334676,AL-0600,AL-0600,0,CG-2800
334685,FG-0200,EH-0400,0,BL-0500
334699,SH-1100,SJ-0500,0,OG-0600
334703,LW-0500,ES-1100,0,NS-0600
334775,BE-0200,,0,KR-0500
334830,KC-1400,BM-3500,0,KW-2200
334878,JW-1300,JW-1300,0,LG-0800
334982,BC-2800,TC-3000,0,ED-1000
335009,GM-0100,GM-0100,0,
335020,BC-2800,SH-0200,0,JM-0800
335039,WM-0300,MJ-0100,21,RM-1400
335105,KB-1300,KD-0500,0,JC-2400
335304,CR-0600,DB-1100,0,WS-0800
335307,LM-1500,DI-0100,4,MB-2700
335494,SH-1100,SH-1100,0,
335580,SH-1100,SH-1100,0,
335626,AS-3400,DB-2300,34,KD-0100
335668,EJ-0200,AJ-0700,0,JC-5500
335686,LM-1500,LM-1500,0,
335711,KW-0500,KW-0500,0,
335713,KW-0500,SS-1100,26,SF-0800
335739,DB-3800,AS-3400,0,
335758,DP-0500,CP-0100,4,RB-3400
335833,AJ-0500,CH-4200,0,QB-0100
335836,CR-0600,JH-3000,0,GA-0100
335849,WD-0700,GW-0800,0,GW-0800
335935,CL-0800,,0,RL-0600
336133,RN-0200,,0,
336153,JC-5600,JC-5600,0,
336264,RG-1600,AC-0400,0,BC-1000
336311,DS-3700,RO-0700,0,CP-1000
336464,BR-1100,BR-1100,0,PS-0800
336491,SH-1300,ND-0100,0,BW-2200
336591,BS-2400,LW-0500,0,
336662,CB-0300,EW-1400,4,RS-0900
336685,LW-0500,DR-1100,0,
336731,CP-0900,CP-0900,0,AT-0400
336758,MH-1600,SL-0800,0,
336797,MM-4700,MM-4700,0,
336801,MM-4700,MM-4700,0,
336834,SA-0600,BE-0600,0,CH-1600
336877,MH-1600,RM-0800,0,TD-0700
336943,ED-0900,VF-0200,0,
337019,BS-0700,BS-0700,0,
337026,CD-0850,CD-0850,0,
337072,JM-2900,JM-2900,0,
337112,TR-1100,RG-2400,0,SW-1200
337128,DR-1300,DR-1300,0,
337176,JF-0400,CC-0600,0,KH-1000
337313,AC-1100,AC-2400,2,TD-1600
337432,QM-0200,MB-0400,0,TC-3200
337469,RM-0200,,0,AS-3100
337472,DM-2200,JR-3400,0,AS-3100
337518,TR-0800,JW-6000,0,TC-2000
337528,TR-0800,FA-0100,0,
337563,EM-0200,AM-2600,0,AC-0700
337742,TJ-0300,BU-0200,0,
337751,DH-2700,,0,BL-0500
337791,OK-0200,KO-0700,0,
337883,MB-4800,MB-4800,0,
337884,AR-1700,AM-0400,0,DS-3700
337983,SJ-0200,DL-1900,0,TP-1600
338002,ND-0100,KS-0900,0,CW-4100
338035,TR-0800,TR-0800,0,
338054,MB-0400,FA-0100,0,TD-0700
338193,GH-1100,GH-1100,0,DH-3900
338211,DZ-0100,DZ-0100,0,
338318,JC-5600,JC-5600,0,CN-0300
338337,KW-0800,DJ-0500,0,AD-0300
338374,SW-0800,BF-0100,0,
338375,JR-3700,JR-3700,0,
338445,SW-0800,RG-1600,0,
338479,BF-0100,BF-0100,0,
338571,RW-1100,EC-0200,0,FB-0400
338577,DR-0900,LL-0500,0,
338749,JK-1500,JB-0400,0,JA-0900
338755,DH-4300,DM-1900,0,BB-0300
338868,TB-3300,DS-3200,0,
338935,TG-0900,GC-0200,0,BM-2000
338946,TB-2300,CB-4700,0,JP-3600
339000,EM-0200,EM-0200,0,
339011,RN-0200,CB-1600,0,
339013,EM-0200,EM-0200,0,
339026,EM-0200,EM-0200,0,
339046,TE-0100,DD-1900,0,OU-0100
339056,EM-0200,AS-0400,0,AS-0400
339089,EM-0200,LT-0900,0,
339106,TE-0100,FJ-0100,0,KM-2100
339168,RN-0300,ZM-0200,0,ZM-0200
339218,JM-2900,CC-0600,0,BM-1000
339223,JH-3700,,0,
339265,DN-1400,DN-1400,0,
339275,JR-3500,BH-1100,0,
339280,TB-2600,TB-2600,0,
339299,DM-2200,KC-2700,0,JB-7500
339309,DM-2200,WS-0800,0,
339341,NG-0400,RM-0200,0,
339488,JG-0600,JG-0600,0,
339527,VD-0100,BR-1600,3,JP-2700
339562,LM-0800,MR-1600,0,PW-1200
339607,PB-0800,TJ-0200,0,KL-0700
339692,KW-0500,KW-0500,0,
339893,MA-1000,LH-1400,20,PK-0200
339913,TS-2600,JP-2500,0,PK-0200
339940,TS-2600,BM-1800,0,
340004,TJ-2700,TJ-2700,0,AO-0200
340020,VY-0100,VY-0100,0,
340052,CP-0900,CP-0900,0,TL-0100
340060,VY-0100,DR-2000,0,DH-1400
340117,CP-0900,DF-0600,0,KV-0100
340124,VY-0100,VY-0100,0,
340163,AA-1100,HF-0100,0,AM-2200
340170,TC-2300,TC-2300,0,
340185,DF-2000,DF-2000,0,
340188,VS-0100,KG-0700,0,RG-1200
340198,AA-1100,AA-1100,0,
340314,JC-6200,SM-2600,0,IO-0200
340334,CC-1300,,0,DF-1600
340411,BV-0200,MT-0600,0,
340453,JC-6200,TH-1400,0,
340577,EM-0200,EM-0200,0,
340719,RB-3700,KC-2700,0,BS-1500
340731,JJ-0100,JD-2000,0,
340836,RR-1000,WA-0100,0,QB-0100
340884,RK-0100,MM-4700,0,
340940,AS-3500,KW-0800,0,
341014,JB-2100,CN-0300,54,
341100,TC-2300,SH-0800,0,MS-3500
341119,CP-2100,BJ-0700,1,DW-1100
341151,TC-2300,TJ-1200,0,DW-1100
341336,CN-0200,CR-0500,0,
341367,CN-0200,CN-0200,0,
341448,CO-1100,AD-0400,1,
341634,KO-0700,KO-0700,0,
341659,AP-0800,AL-0100,0,SS-1100
341662,CT-1500,LM-1500,0,PT-0400
341666,DB-3800,JE-1000,0,AB-3300
341694,KO-0700,JM-3300,0,RH-0700
341701,DB-3800,AB-3300,0,TH-0600
341741,WR-0400,DD-0200,0,AB-0600
341791,YF-0100,CR-1600,0,AH-1500
341806,DP-1400,NG-0500,0,NW-0100
341815,TS-2600,TS-2600,0,
341827,DM-0500,CH-0100,0,TC-1100
341964,MH-1600,JB-0200,11,JA-0100
342032,SW-0100,MS-4300,0,JB-0200
342113,AB-0800,,0,
342248,CT-0100,,0,
342250,JC-6200,JC-6200,0,
342287,CT-0100,ED-1000,0,JE-0600
342288,BM-0300,BM-0300,0,CG-2400
342326,TJ-0300,AP-0700,0,
342389,TJ-0300,ED-1000,0,AM-1600
342413,PR-0300,DB-5800,0,WS-0100
342495,JR-3500,JT-4000,0,JT-4000
342502,DR-1300,SC-1400,0,SC-1400
342546,JH-3700,KO-0800,0,
342557,JR-3500,BS-2100,0,JT-4000
342571,AB-2000,,0,QC-0500
342718,DB-1700,DB-1700,0,RB-3400
342928,RW-1100,DT-1600,0,MG-1800
342953,CB-3600,DR-0900,0,EJ-0500
342990,LW-1100,RB-2300,5,CS-1300
343035,TR-1100,TR-1100,0,
343121,MH-1600,CS-3100,0,CW-3300
343227,TC-2300,TC-2300,0,
343322,GJ-1100,,0,
343398,BR-1100,DL-0200,0,BM-1000
343452,JG-0600,JG-0600,0,MS-5300
343476,MS-3900,CW-1200,2,TD-0100
343569,PR-0300,LT-0600,0,CF-0500
343592,CB-3600,SP-1100,0,SM-2600
343708,RG-1600,LT-0100,12,LH-1400
343713,RG-1600,JB-0300,0,BR-1500
343749,MP-1500,AK-0100,0,AB-1600
343757,MH-1600,MH-1600,0,
343880,DG-0600,MV-0400,0,TW-0700
343889,MJ-2500,MJ-2500,0,
343891,ML-1500,MJ-2500,0,RG-0600
344020,MH-1200,MM-2400,0,AC-2400
344032,LT-0600,MG-0900,0,MJ-0100
344159,MB-0400,TR-0800,0,MS-5300
344272,PC-0900,PC-0900,0,
344305,DS-3300,,0,
344372,EH-0800,JS-0300,0,VJ-0100
344486,PB-1000,,0,AH-1000
344513,SO-0200,EM-0200,0,
344545,BJ-0600,KB-1500,0,
344573,RM-3400,MT-0200,0,RG-1600
344606,RM-3400,DH-3200,0,TW-1700
344667,EM-0200,AB-2600,0,
344680,EM-0200,SS-2200,0,AT-0400
344691,TB-2300,OU-0100,0,JT-3800
344857,DJ-1000,KB-1400,0,
344938,TH-1100,RG-0700,0,FR-0200
345006,CP-1100,CM-1200,11,RL-0600
345069,RR-0400,JJ-5000,65,RJ-0600
345121,LW-0500,LW-0500,0,YB-0100
345161,TG-0900,,0,
345163,RW-2600,,0,BT-0600
345167,BF-0100,BF-0100,0,
345171,RW-2600,SS-0400,0,
345179,BF-0100,AA-2000,0,MR-2000
345258,WW-0200,JP-0100,8,PS-1000
345269,RM-5000,BC-0500,0,
345432,SH-1300,,0,FB-0400
345433,BR-1100,BR-1100,0,
345449,BR-1100,DR-3700,41,MW-2300
345526,MS-0200,LW-1600,2,JH-2100
345555,VY-0100,KM-0700,0,CI-0100
345615,DG-0600,KV-0100,0,KV-0100
345833,JK-1500,JK-1500,0,
345959,LP-0400,,0,JG-3600
345974,JW-5300,RL-0900,0,JC-5200
346115,DB-3800,PT-0400,0,
346250,MB-4800,MB-4800,0,QM-0200
346283,BW-1000,,0,OA-0200
346346,DA-1300,DA-1300,0,
346427,AJ-1200,AJ-1200,0,
346465,DA-1300,SS-2800,0,DW-1100
346598,AG-0500,CG-0200,31,CH-1600
346625,DH-0100,SP-1100,0,AC-1000
346661,FG-0200,AS-2700,0,
346662,ZK-0100,KD-0100,0,DD-2000
346701,JO-0700,AS-2400,16,BB-2000
346740,TS-2900,MW-0700,0,
346786,JO-0700,TL-0100,0,TL-0100
346904,KO-0700,KO-0700,0,RM-1400
346907,MH-1200,LB-0900,21,CT-1500
346961,AR-1300,AR-1300,0,
346978,BJ-0300,GJ-0400,0,EH-0400
347141,JR-3500,EE-0200,0,
347180,JF-0400,JH-3700,0,
347211,JR-3500,JG-4000,0,
347214,ER-0500,ER-0500,0,HE-0200
347325,DM-1600,BP-0900,0,
347337,LJ-0900,MC-2700,0,TH-2800
347340,TT-0900,DM-1900,0,DB-5800
347361,DM-1600,,0,BP-0900
347412,MB-5200,BP-0900,0,JP-0100
347442,CP-1100,,0,NH-0300
347445,CP-1100,LJ-1400,0,AH-2300
347487,KC-2000,MR-1700,0,AO-0200
347518,CH-2900,KH-1200,0,
347574,CP-0500,BW-1800,0,JK-0300
347696,TJ-0300,KD-0500,0,DF-1900
347745,JK-1600,AA-1100,0,
347766,JS-2700,CH-4000,5,RM-2800
347789,AR-0200,TE-0600,3,JB-7500
347968,MF-1800,MT-0700,0,
347998,AR-1300,AR-1300,0,
348001,AR-1300,DW-2400,0,DW-2400
348040,DF-2000,,0,
348041,LM-1600,SC-0900,0,
348112,GO-0100,JB-2000,12,TD-0700
348193,GO-0100,CG-0200,10,CH-1600
348333,AT-0900,,0,TH-1700
348497,TE-0100,RH-1300,4,QG-0400
348628,MR-2500,,0,
348678,BG-1900,JJ-1200,3,JA-0100
348681,RW-2200,SP-1300,3,JP-2700
348699,JN-1800,JS-4800,0,SP-1300
348737,FG-0200,MT-1900,4,HG-0300
348742,JO-0700,JO-0700,0,
348773,BM-1700,ML-1600,4,NC-0200
348906,RW-2600,RW-2600,0,AF-1000
348915,TH-1600,LP-0700,0,CC-5200
349319,BM-0300,CK-1200,0,MH-1000
349330,AC-1000,CH-1900,0,BS-4100
349345,JC-6200,,0,
349460,RM-3900,,0,
349543,TR-0800,CG-1300,0,BD-0700
349559,DJ-0200,,0,
349565,PC-0900,PC-0900,0,SB-1700
349616,DM-2200,BW-1000,0,
349633,DM-2200,JR-0300,0,
349756,LJ-0900,,0,EC-0300
349785,TT-0900,DM-1900,0,JA-0100
349799,AJ-0500,DW-3800,0,
349873,JR-3500,PP-0800,0,CK-0300
349874,DB-0800,,0,KM-3000
349893,TE-0100,TS-0200,0,KE-0200
349905,LE-0300,GW-1400,0,NA-0200
349925,LM-1100,LM-1100,0,
350010,JM-2200,DR-3700,6,ZD-0200
350014,MS-0200,MS-0200,0,
350140,MS-0200,CP-1700,0,KV-0100
350156,CP-0500,BW-1800,0,CW-1200
350171,EG-0300,CP-0500,0,
350364,EJ-0200,CR-1300,0,RM-2800
350509,TG-0900,,0,RH-1100
350515,EH-0800,EH-0800,0,DM-0300
350604,MC-0700,PM-0800,0,JP-3600
350674,MS-5100,BU-0200,0,CT-1500
350866,JD-1400,BL-0500,0,
350907,JD-1400,AW-1800,19,AW-1800
350937,JD-1400,RK-0100,0,CG-2400
350967,AA-1100,AA-1100,0,
351004,MB-4800,JP-2500,0,JP-2500
351031,MB-5000,GS-1300,0,
351088,SJ-0200,SJ-0200,0,
351170,JK-1500,DR-0300,0,JS-4600
351198,RJ-1800,,0,TS-2900
351278,BM-2100,KP-0300,0,KL-0700
351345,RB-4900,NW-0300,34,JE-0600
351385,DB-3800,MK-0200,0,
351460,TS-0700,JD-0400,17,SS-1100
351485,TH-3000,BM-1300,0,JF-0500
351521,BR-1100,BB-3800,0,JP-0600
351615,BR-1100,BD-0700,0,BD-0700
351867,JF-1900,MY-0100,0,
351894,DA-1300,KS-0500,0,TS-3500
351937,RG-1600,AJ-1200,21,AJ-1200
351970,AR-1300,AR-1300,0,
351979,MB-0400,TC-3200,0,AK-0100
352006,TR-0800,FA-0100,0,CJ-0900
352071,MB-0400,WB-0700,0,WB-0700
352128,DB-3200,DB-3200,0,
352132,TJ-2700,QJ-0100,23,TD-1600
352274,ER-0500,BC-0500,17,TM-1300
352321,BM-0300,BF-0800,37,DJ-1600
352348,JC-6200,,0,
352365,LJ-0900,BB-0300,0,CB-0100
352499,EW-1700,CJ-1200,0,CP-1100
352549,CP-1100,MA-0200,0,KW-2200
352551,DA-1300,JT-1600,0,
352577,RF-0500,CW-2900,0,AH-0400
352617,CT-0200,CT-0200,0,RM-1300
352696,MS-0200,MS-0200,0,DS-2700
352757,KW-0500,EJ-0200,0,SE-0400
352758,AB-2000,HP-0100,14,DL-2300
352810,KW-0500,DH-1400,0,CP-0100
352821,KW-0500,DB-3300,0,DB-3300
352907,KW-0500,CP-0100,0,DB-3300
352967,JO-0700,JV-0500,0,WS-0800
353071,OS-0900,PW-1200,0,ML-1600
353136,JB-0500,JB-0500,0,
353277,NT-0100,ST-1200,4,DT-1600
353324,AP-0700,TB-3100,4,KV-0100
353348,KM-0700,EH-0400,0,
353366,CC-0700,,0,EH-0400
353390,GF-0400,KB-2400,0,
353423,KC-2000,KC-2000,0,
353433,BW-0100,VS-0100,0,VF-0200
353545,RG-1600,JP-2700,38,DB-4200
353623,LM-1100,DP-2200,0,TJ-1200
353738,DL-1900,,0,AY-0100
353748,DL-1900,LM-1100,0,LM-1100
353783,PR-0300,PR-0300,0,
353837,LT-0600,LT-0600,0,RB-3800
353884,JR-3500,MH-1000,0,MH-1000
354046,TC-3200,,0,LF-0300
354149,DJ-0200,NR-0300,0,
354215,KO-0700,OG-0200,6,TC-2000
354234,KO-0700,SB-1200,0,
354271,JB-6800,JF-1900,0,
354309,YF-0100,YF-0100,0,
354335,BR-1100,WC-0200,0,BS-1300
354351,CD-0600,,0,JJ-2700
354377,JF-1900,LW-1600,7,JH-2100
354382,JF-1900,MY-0100,0,LW-1600
354536,SR-1200,DB-4900,0,DF-1900
354579,SR-1200,GB-0700,68,RB-3000
354584,SR-1200,RM-1400,0,RM-1400
354794,TG-0900,TG-0900,0,
354855,DB-1800,JH-3600,0,JH-3600
354911,DH-4300,LJ-0900,0,TB-2600
354935,JS-6700,TT-1900,7,GD-0400
354972,DH-4300,DL-1400,0,JP-2000
355251,JK-1500,MA-0800,0,AB-3300
355313,DH-2700,RR-0900,0,DB-5700
355437,EM-0200,KB-1400,0,PK-0200
355649,MT-0600,AS-0500,0,WD-0700
355701,MC-0700,MC-0700,0,
355850,JL-2800,AS-2400,0,
355951,RR-1300,DD-2000,13,GH-0800
355960,JL-2800,GH-0800,0,GW-0500
356031,AJ-0500,AJ-0500,0,
356057,MT-2400,,0,NB-0100
356231,TR-0800,JF-2100,0,FR-0200
356272,MB-0400,FA-0100,0,KR-0900
356284,CP-1100,AS-3100,0,TJ-1200
356477,DG-0600,DG-0600,0,JH-2100
356525,DB-3800,AW-1800,9,AW-1800
356534,DB-3800,DB-3800,0,
356537,RB-4900,TJ-2300,7,CG-2400
356551,RB-4900,BM-2200,0,CG-2800
356603,DB-3800,DB-3800,0,
356612,GF-0400,RC-2100,0,BY-0300
356784,JR-3500,KC-1100,0,BM-1000
356837,JF-1900,RR-0400,0,
356852,LM-0700,FK-0200,-3,RB-3000
356871,MH-1300,,0,FW-0300
356897,JF-1900,,0,RM-1400
356958,DM-0500,RM-1400,0,TJ-1000
356976,BF-0100,CN-0300,15,AO-0200
357022,RF-0500,CP-0100,0,HP-0100
357060,RF-0500,RF-0500,0,CP-0100
357141,JG-0600,JG-0600,0,
357307,AP-0700,DS-3100,0,DB-5700
357339,DO-0300,DO-0300,0,
357383,GF-0400,CT-0100,0,KP-0300
357395,AP-0700,LB-0600,0,CS-2700
357396,CJ-1100,BL-0500,10,
357398,BW-0100,,0,LB-0600
357404,MG-0100,RW-3200,0,
357477,JN-1800,TH-0600,0,CG-1700
357660,CP-0900,RW-2600,0,MW-2300
357699,AJ-0900,YB-0100,0,WA-0200
357730,EW-1400,JS-4000,0,GC-0200
357763,SJ-0200,LL-0200,0,MW-0800
357791,CC-4300,JC-5500,0,OA-0200
357809,CR-0100,CL-1400,2,
357833,PK-0100,OA-0200,75,PT-0600
357862,JC-0500,AR-0200,0,LL-1000
357926,FT-0100,DW-2900,0,NW-0300
357927,JC-6200,RM-1300,0,RH-1300
357954,BM-0300,DF-1200,18,DF-1200
357963,GE-0300,,0,BB-0300
357978,DG-0600,ED-1000,0,KP-0400
358218,JO-0700,CC-2600,0,TC-2000
358250,KW-0500,AH-2700,0,
358251,TR-0800,AS-2400,0,BB-2000
358301,CC-0200,TC-1300,0,
358312,MB-0400,MC-2300,0,CC-0200
358344,TR-0800,TR-0800,0,
358392,TR-0800,TR-0800,0,CO-0500
358438,AR-1300,RB-2000,0,JP-2500
358493,JJ-4800,,0,NC-0700
358623,MC-0700,ML-1400,0,MH-1000
358630,RM-5000,RM-5000,0,TD-1600
358681,JH-3600,TW-0700,8,
358715,DA-1300,DA-1300,0,
358924,DH-4300,DH-4300,0,
359052,PR-0300,MS-5500,0,
359143,PR-0300,CB-4600,0,KM-2100
359151,BR-1100,BR-1100,0,
359173,RF-0500,TH-2700,0,
359202,MM-4800,,0,JJ-5000
359297,RF-0500,LW-1600,0,LW-1600
359312,TG-0900,TG-0900,0,
359414,JF-1900,JF-1900,0,
359426,WM-0300,CA-0800,0,YB-0100
359485,BJ-1400,BJ-1400,0,
359505,MB-0400,CC-1500,0,PT-0600
359645,CK-0900,GW-1800,17,
359685,CG-1500,ZB-0200,0,
359714,DC-1900,RD-0200,0,CG-2800
359734,KO-0700,PW-0900,0,JA-0900
359842,JS-2700,CH-1600,3,JP-2000
359955,BJ-0600,KB-1500,0,AF-1100
360041,JO-0700,MK-0900,0,
360085,JO-0700,BS-2100,0,CB-1600
360096,JO-0700,,0,JT-3800
360100,AB-2600,DD-1400,0,ML-0500
360103,JO-0700,AS-2700,0,JT-3800
360139,DO-0300,CJ-1100,0,
360175,MS-0200,JD-1775,0,DW-2400
360222,MS-0200,MS-0200,0,
360256,SM-1400,,0,
360287,LW-0500,SW-1200,0,
360350,BF-0100,LW-0500,0,
360352,BF-0100,AF-0100,0,TS-0900
360386,TB-2400,TB-2400,0,AC-0600
360395,JR-3500,JG-3800,0,
360442,BF-0100,,0,KM-3000
360535,DA-1300,,0,
360557,CC-4300,,0,SJ-0700
360587,CP-2100,BP-1000,0,EW-1700
360616,RG-1600,KH-0100,0,GB-0700
360675,WB-0700,DW-5100,0,TH-0100
360735,WB-0700,WB-0700,0,
360770,DC-1600,,0,TW-2700
360817,IH-0100,JW-5300,0,LT-0100
360839,SW-0100,BR-1600,0,
360850,DJ-0100,JW-3200,0,
360880,JG-0600,JG-0600,0,BM-1800
360917,JG-0600,JG-0600,0,
360931,AH-0500,LS-1500,0,LS-0100
360944,AH-0500,JM-1900,0,TW-0700
360997,PR-0100,GG-0700,7,MW-3800
361205,WM-0300,DH-0700,0,GW-1500
361284,DS-3300,UY-0100,7,CR-0700
361305,DH-2400,DH-2400,0,AA-1400
361411,DB-3800,,0,
361520,LC-0800,LC-0800,0,DJ-1600
361612,RN-0200,BM-3600,0,
361614,RW-2600,KE-0400,0,PP-0800
361626,LP-0600,TG-0900,0,
361665,TG-0900,,0,KM-2100
361697,TE-0100,JP-3600,4,JP-3600
361708,TE-0100,DP-2200,0,JP-3600
361727,RR-1300,CC-5200,11,YB-0100
361732,RP-0300,JA-1000,0,
361814,CS-2600,BC-0400,0,CP-1900
361932,DM-2200,CD-0700,0,CL-1300
362057,AJ-0500,AJ-1600,0,
362234,AP-1500,DA-2100,0,
362259,MM-5500,,0,RH-2900
362278,JD-1400,KD-0100,0,KD-0100
362307,KW-0500,LB-1400,0,CJ-1300
362336,EJ-0200,TD-0700,0,MK-0700
362408,CJ-1100,CJ-1100,0,LL-0200
362418,JC-0500,PL-0200,0,CA-1300
362496,BM-2100,,0,DT-1000
362538,JC-0500,JJ-0900,0,DW-2400
362663,DA-1300,JT-1600,0,PS-0800
362684,BW-2700,JC-5600,0,BB-1500
362725,BJ-0600,KM-1200,0,
362733,JB-8400,CW-1200,0,
362798,LS-2200,LS-2200,0,AP-1200
362840,JH-2100,,0,
362861,BR-1100,WC-0200,0,MK-0900
362867,JO-0700,EH-0300,0,PK-0200
362887,JO-0700,PK-0200,50,JP-2500
362913,DW-0500,,0,JW-5300
363011,SH-1100,DB-0100,0,RB-2000
363138,RF-0500,AO-0400,0,MW-2300
363287,AC-2700,,0,MJ-0100
363394,MS-0200,BL-0500,0,CG-2400
363403,MS-0200,DB-4900,0,JA-0900
363617,GH-1100,MO-0500,18,CN-0800
363656,MJ-2500,MJ-2300,0,
363672,EG-0400,TM-1300,0,DJ-1600
363777,CS-2600,TM-1300,0,TB-2100
363778,JC-2300,TJ-0200,0,TJ-0200
363804,EG-0400,JP-0100,0,TH-0200
363856,SS-2800,EO-0200,6,CI-0400
364029,TE-0100,DR-1100,0,DR-1100
364030,BF-0100,LW-0500,0,
364035,ML-2500,ML-2500,0,
364149,LE-0300,JW-2900,0,DL-2300
364206,SJ-0200,AB-1100,0,GW-0500
364210,MB-4800,BB-2000,0,AW-1500
364265,LS-0500,KW-0500,0,
364332,DO-0300,DO-0300,0,
364359,DH-2700,AL-0800,0,AL-0800
364422,BM-2100,BM-2100,0,
364479,MG-0100,LB-0900,0,LB-0900
364597,AR-1300,ST-1200,0,JF-2500
364888,JR-3500,JR-3500,0,JA-0100
364914,MR-2500,KE-0200,0,GW-0300
364934,JR-3500,JB-0200,0,
365032,EM-0200,DW-1100,0,
365034,TO-0200,MJ-1700,0,AP-1200
365066,SS-2200,KM-1200,0,KB-2500
365089,EM-0200,BJ-0700,0,DW-1100
365142,DM-2200,,0,DT-0100
365249,DJ-0200,,0,
365400,EH-0800,EH-0800,0,
365442,RM-5000,TJ-1000,0,TJ-1000
365550,DT-1900,DT-1900,0,CP-2100
365729,KW-2300,KP-0100,0,DB-2800
365844,BM-2100,JD-2200,0,TW-2300
365955,AH-0300,CG-1700,0,
365971,KC-2000,KC-2000,0,
366201,MC-0700,GW-1400,0,GW-1400
366394,MC-2400,,0,EC-0300
366433,MB-4800,CP-0100,50,AE-0600
366471,DS-3700,KR-0500,18,DL-2300
366486,KD-0200,EB-0400,1,BT-0600
366503,BF-0100,BF-0100,0,
366735,GJ-0400,GJ-0400,0,CG-1500
366758,AR-1300,AR-1300,0,KW-1400
366790,AA-1100,,0,DF-2000
366854,AP-0700,NT-0100,0,DB-2200
366982,LM-0700,JF-1900,0,TJ-2000
367041,JH-3700,AS-0700,0,DW-2200
367072,AW-0400,KH-0700,0,JP-2000
367106,AW-0400,JF-0400,0,
367117,CM-3000,AW-0400,0,
367195,MT-2100,KH-0700,0,JP-2000
367280,AC-2400,,0,JM-3200
367396,BR-1100,BR-1100,0,DF-1900
367559,QD-0100,CB-1600,12,AB-2600
367599,BJ-0600,MP-0500,0,CG-1300
367637,AB-2600,AB-2600,0,
367676,AB-2600,,0,OG-0200
367700,DW-0900,KM-1200,0,BD-0700
367794,JU-0200,,0,
367829,SH-1100,CH-0100,0,
367950,MS-2100,MS-2100,0,
367973,BS-2400,BS-2400,0,
367981,BW-0700,KR-0500,11,EB-0400
367990,MC-0700,MC-0700,0,
368024,JC-5400,GG-0700,0,JW-1600
368278,RB-3900,GW-1500,8,CJ-1600
368280,MT-2100,CG-2200,0,
368451,YF-0100,BA-1500,0,DC-1700
368538,SS-1600,OD-0100,0,CS-1300
368672,CS-1900,CS-1900,0,
368707,DG-0600,KB-0500,0,AH-2300
368802,BW-2700,,0,
368997,KO-0700,JH-6100,54,
369053,DM-2200,FR-0200,6,RG-0700
369083,AC-1300,DH-4100,-2,SB-1200
369100,QD-0100,QD-0100,0,
369109,BU-0300,,0,LS-0800
369128,EG-0300,RF-0500,0,
369243,LJ-0900,TG-1300,0,SF-0800
369255,ML-0900,DM-0700,0,
369313,LJ-0900,LJ-0900,0,
369449,MG-0100,CG-1400,0,TD-0700
