gid,player,team,details,pstat,gstat
4137,CJ-1100,DET,Ankle,Limited Participation in Practice,Probable
4137,EA-0550,DET,Toe,Full Participation in Practice,Probable
4137,JJ-4300,DET,Not Injury Related,Full Participation in Practice,Probable
4137,JB-2700,DET,Shoulder,Full Participation in Practice,Probable
4137,GQ-0100,DET,Ankle,Full Participation in Practice,Probable
4137,SM-0650,DET,Back,Full Participation in Practice,Probable
4137,NL-0250,DET,Concussion,Limited Participation in Practice,Questionable
4137,GW-2000,DET,Ankle,Did Not Participate In Practice,Out
4137,CW-3700,OAK,Shoulder,Full Participation in Practice,Probable
4137,DH-2150,OAK,Ankle,Full Participation in Practice,Probable
4137,RH-3200,OAK,Ankle,Limited Participation in Practice,Questionable
4137,TM-1000,OAK,Ankle,Full Participation in Practice,Probable
4137,LS-1400,OAK,Wrist,Did Not Participate In Practice,Doubtful
4137,NB-0050,OAK,Knee,Did Not Participate In Practice,Out
4138,GJ-0250,ATL,Elbow,Full Participation in Practice,Probable
4138,RT-0475,ATL,Hamstring,Limited Participation in Practice,Out
4138,JD-3300,ATL,Calf,Full Participation in Practice,Probable
4138,RA-0650,ATL,Groin,Full Participation in Practice,Probable
4138,PS-0600,ATL,Concussion,Full Participation in Practice,Probable
4138,TJ-0600,ATL,Ribs,Full Participation in Practice,Probable
4138,WM-1000,ATL,Groin,Full Participation in Practice,Probable
4138,LH-0600,ATL,Hamstring,Full Participation in Practice,Probable
4138,PD-0800,IND,Ankle,Did Not Participate In Practice,Out
4138,NI-0100,IND,Knee,Full Participation in Practice,Probable
4138,MA-0200,IND,Ankle,Did Not Participate In Practice,Out
4138,JM-3775,IND,Groin,Did Not Participate In Practice,Questionable
4138,RM-1400,IND,,Full Participation in Practice,
4138,DJ-0100,IND,Hamstring,Full Participation in Practice,Probable
4138,AL-1100,IND,Abdomen,Did Not Participate In Practice,Out
4138,AJ-0900,IND,,Full Participation in Practice,
4139,AD-1100,HOU,Hamstring,Did Not Participate In Practice,Questionable
4139,BC-3100,HOU,Not Injury Related,Did Not Participate In Practice,Probable
4139,BH-1900,HOU,Concussion,Did Not Participate In Practice,Out
4139,BJ-1950,HOU,Thumb,Full Participation in Practice,Probable
4139,CP-1950,HOU,Hamstring,Did Not Participate In Practice,Questionable
4139,CJ-0650,HOU,Foot,Full Participation in Practice,Probable
4139,DH-3950,HOU,Knee,Limited Participation in Practice,Probable
4139,JJ-5000,HOU,Calf,Full Participation in Practice,Probable
4139,JC-3350,HOU,Back,Full Participation in Practice,Probable
4139,JC-5630,HOU,Ankle,Full Participation in Practice,Probable
4139,BP-0575,HOU,Hamstring,Full Participation in Practice,Probable
4139,KJ-0100,HOU,Ankle,Did Not Participate In Practice,Out
4139,MB-4950,HOU,Shoulder,Limited Participation in Practice,Probable
4139,NN-0200,HOU,Right Thigh,Full Participation in Practice,Probable
4139,NW-0100,HOU,Hip,Full Participation in Practice,Probable
4139,KJ-0650,HOU,Thigh,Full Participation in Practice,Probable
4139,DB-0250,NYJ,Ankle,Did Not Participate In Practice,Out
4139,NM-0200,NYJ,Neck,Full Participation in Practice,Probable
4139,SR-0670,NYJ,Hamstring,Did Not Participate In Practice,Questionable
4139,RF-0500,NYJ,Left Thumb,Full Participation in Practice,Probable
4139,ED-0200,NYJ,Knee,Full Participation in Practice,Probable
4139,DR-1100,NYJ,Hip,Full Participation in Practice,Probable
4139,DM-2350,NYJ,Illness,Full Participation in Practice,Probable
4139,DM-1550,NYJ,Hand,Full Participation in Practice,Probable
4139,BS-2300,NYJ,Shoulder,Limited Participation in Practice,Questionable
4139,CP-2600,NYJ,Ankle,Full Participation in Practice,Probable
4139,AC-2400,NYJ,Quadricep,Full Participation in Practice,Probable
4139,BP-1200,NYJ,Ankle,Full Participation in Practice,Probable
4139,BM-0300,NYJ,Toe,Full Participation in Practice,Probable
4140,JP-2400,PHI,Back,Did Not Participate In Practice,Questionable
4140,WT-0200,PHI,Hamstring,Full Participation in Practice,Probable
4140,RM-1200,PHI,Concussion,Did Not Participate In Practice,Out
4140,SB-1100,PHI,Concussion,Did Not Participate In Practice,Out
4140,DR-3700,PHI,Hamstring,Full Participation in Practice,Probable
4140,JC-5450,PHI,Shoulder,Did Not Participate In Practice,Out
4140,JA-1890,PHI,Concussion,Full Participation in Practice,Probable
4140,JH-5750,PHI,Back,Full Participation in Practice,Probable
4140,CB-0800,PHI,Quadricep,Full Participation in Practice,Probable
4140,ES-1125,TB,Knee,Limited Participation in Practice,Questionable
4140,JS-2450,TB,Calf,Did Not Participate In Practice,Doubtful
4140,AS-0550,TB,Shoulder,Limited Participation in Practice,Questionable
4140,GJ-0800,TB,Calf,Did Not Participate In Practice,Out
4140,VJ-0100,TB,Knee,Limited Participation in Practice,Questionable
4140,AM-0750,TB,Ankle,Limited Participation in Practice,Questionable
4140,MW-3600,TB,Hamstring,Full Participation in Practice,Probable
4140,JS-4037,TB,Ankle,Limited Participation in Practice,Questionable
4141,JB-8200,CHI,Shoulder,Full Participation in Practice,Probable
4141,ER-0500,CHI,Knee,Did Not Participate In Practice,Out
4141,AR-1400,CHI,Ankle,Full Participation in Practice,Probable
4141,AJ-0430,CHI,Groin,Did Not Participate In Practice,Questionable
4141,PM-0500,CHI,Knee,Limited Participation in Practice,Questionable
4141,SM-1050,CHI,Knee,Limited Participation in Practice,Questionable
4141,MF-1300,CHI,Knee,Limited Participation in Practice,Questionable
4141,MS-2300,CHI,,Full Participation in Practice,
4141,HG-0250,CHI,Neck,Full Participation in Practice,Probable
4141,SR-0250,DEN,Knee,Full Participation in Practice,Probable
4141,OD-0100,DEN,Knee,Full Participation in Practice,Probable
4141,MP-0250,DEN,Elbow,Full Participation in Practice,Probable
4141,LV-0100,DEN,Back,Full Participation in Practice,Probable
4141,RH-2350,DEN,Quadricep,Full Participation in Practice,Probable
4141,RH-1000,DEN,Knee,Full Participation in Practice,Probable
4141,PM-0200,DEN,Foot,Did Not Participate In Practice,Out
4141,VG-0300,DEN,Finger,Full Participation in Practice,Probable
4141,VW-0100,DEN,Shoulder,Did Not Participate In Practice,Questionable
4141,ES-0200,DEN,Ankle,Limited Participation in Practice,Questionable
4141,DW-4250,DEN,Solar Plexus,Full Participation in Practice,Probable
4141,DW-1100,DEN,Back,Did Not Participate In Practice,Out
4141,DT-1950,DEN,Rib Cage,Full Participation in Practice,Probable
4141,AS-2400,DEN,Hip,Did Not Participate In Practice,Questionable
4141,DB-5100,DEN,Quadricep,Full Participation in Practice,Probable
4142,TM-3150,GB,Ankle,Limited Participation in Practice,Questionable
4142,NP-0130,GB,Shoulder,Full Participation in Practice,Probable
4142,MB-5100,GB,Ankle,Full Participation in Practice,Probable
4142,MH-4000,GB,Hip,Limited Participation in Practice,Questionable
4142,MN-0300,GB,Hip,Full Participation in Practice,Probable
4142,JS-3500,GB,Knee,Limited Participation in Practice,Probable
4142,TL-0300,GB,Shoulder,Limited Participation in Practice,Questionable
4142,JA-0050,GB,Rib,Did Not Participate In Practice,Out
4142,JE-0350,GB,Ankle,Limited Participation in Practice,Probable
4142,JJ-4200,GB,Quadricep,Full Participation in Practice,Probable
4142,EL-0010,GB,Groin,Full Participation in Practice,Probable
4142,DB-0350,GB,Knee,Limited Participation in Practice,Probable
4142,CM-0900,GB,Ankle,Limited Participation in Practice,Probable
4142,BB-3700,GB,Knee,Limited Participation in Practice,Probable
4142,AR-1300,GB,Right Shoulder,Full Participation in Practice,Probable
4142,EK-0250,MIN,Rib,Full Participation in Practice,Probable
4142,JT-3300,MIN,Foot,Full Participation in Practice,Probable
4142,MS-1300,MIN,Shoulder,Full Participation in Practice,Probable
4142,MK-0150,MIN,Toe,Limited Participation in Practice,Questionable
4142,MA-1150,MIN,Quadricep,Full Participation in Practice,Probable
4142,SF-0150,MIN,Knee,Full Participation in Practice,Probable
4142,RB-2250,MIN,Back,Limited Participation in Practice,Questionable
4142,TB-2650,MIN,Left Shoulder,Full Participation in Practice,Probable
4142,TJ-1900,MIN,Concussion,Full Participation in Practice,Probable
4142,AT-0350,MIN,Shoulder,Full Participation in Practice,Probable
4142,AB-0650,MIN,Hand,Full Participation in Practice,Probable
4142,AP-0700,MIN,Hamstring,Full Participation in Practice,Probable
4143,KO-0750,BAL,Knee,Did Not Participate In Practice,Questionable
4143,DS-2700,BAL,Not Injury Related,Full Participation in Practice,Probable
4143,ED-1000,BAL,Knee,Full Participation in Practice,Probable
4143,CC-0500,BAL,Not Injury Related,Full Participation in Practice,Probable
4143,NB-0450,BAL,Foot,Did Not Participate In Practice,Doubtful
4143,TB-0550,STL,Concussion,Full Participation in Practice,Probable
4143,RQ-0200,STL,Hip,Limited Participation in Practice,Questionable
4143,JC-6050,STL,Finger,Limited Participation in Practice,Questionable
4143,CL-1400,STL,Knee,Full Participation in Practice,Questionable
4143,RH-1250,STL,Calf,Did Not Participate In Practice,Doubtful
4144,DB-5300,DAL,Foot,Limited Participation in Practice,Probable
4144,BB-4100,DAL,Hamstring,Limited Participation in Practice,Out
4144,BC-1200,DAL,Ankle,Limited Participation in Practice,Probable
4144,BC-0500,DAL,Shoulder,Limited Participation in Practice,Probable
4144,AH-3350,DAL,Ankle,Full Participation in Practice,Probable
4144,DL-0450,DAL,Back,Full Participation in Practice,Probable
4144,DM-1600,DAL,Groin,Limited Participation in Practice,Questionable
4144,JH-3210,DAL,Shoulder,Limited Participation in Practice,Probable
4144,RM-2000,DAL,Foot,Full Participation in Practice,Probable
4144,SL-0500,DAL,Concussion,Full Participation in Practice,Probable
4144,KW-0960,DAL,Toe,Limited Participation in Practice,Questionable
4144,JM-5000,DAL,Thigh,Limited Participation in Practice,Questionable
4144,MC-1350,DAL,Hamstring,Did Not Participate In Practice,Out
4144,NH-0900,DAL,Ankle,Full Participation in Practice,Probable
4144,RR-1450,DAL,Abdomen,Did Not Participate In Practice,Out
4144,BM-0800,MIA,Knee,Limited Participation in Practice,Questionable
4144,DW-3125,MIA,Ankle,Full Participation in Practice,Probable
4144,JJ-1620,MIA,Ankle,Did Not Participate In Practice,Doubtful
4144,SP-0800,MIA,Neck,Limited Participation in Practice,Doubtful
4144,MT-0850,MIA,Shoulder,Full Participation in Practice,Probable
4144,KM-2000,MIA,Abdomen,Limited Participation in Practice,Questionable
4144,JJ-0650,MIA,Toe,Did Not Participate In Practice,Out
4144,JD-2512,MIA,Shoulder,Limited Participation in Practice,Probable
4145,CB-3850,CAR,Shoulder,Did Not Participate In Practice,Doubtful
4145,CT-1500,CAR,Knee,Did Not Participate In Practice,Doubtful
4145,DE-0500,CAR,Ankle,Full Participation in Practice,Probable
4145,AN-0400,CAR,Hamstring,Did Not Participate In Practice,Out
4145,FW-0750,CAR,Hip,Full Participation in Practice,Probable
4145,JA-0900,CAR,Not Injury Related,Full Participation in Practice,Probable
4145,CB-0200,WAS,Ankle,Full Participation in Practice,Probable
4145,CC-5300,WAS,Knee,Limited Participation in Practice,Probable
4145,BB-2725,WAS,Hamstring,Full Participation in Practice,Probable
4145,AR-1100,WAS,Ankle,Full Participation in Practice,Probable
4145,AM-2850,WAS,Rib,Full Participation in Practice,Probable
4145,JL-1250,WAS,Elbow,Full Participation in Practice,Probable
4145,JH-2800,WAS,Knee,Full Participation in Practice,Probable
4145,DG-1300,WAS,Wrist,Full Participation in Practice,Probable
4145,DH-0700,WAS,Toe,Limited Participation in Practice,Probable
4145,SL-0925,WAS,Hip,Full Participation in Practice,Probable
4145,RK-0500,WAS,Hand,Full Participation in Practice,Probable
4145,BS-0950,WAS,Thigh,Full Participation in Practice,Probable
4145,WB-0700,WAS,,Full Participation in Practice,
4145,TK-0800,WAS,Migraine,Limited Participation in Practice,Questionable
4145,TR-0620,WAS,Hamstring,Did Not Participate In Practice,Out
4145,KR-0950,WAS,Shoulder,Limited Participation in Practice,Questionable
4146,LW-1450,SEA,Toe,Full Participation in Practice,Probable
4146,MB-1900,SEA,Not Injury Related,Did Not Participate In Practice,Probable
4146,ML-2500,SEA,Abdomen,Did Not Participate In Practice,Questionable
4146,KW-2500,SEA,Knee,Limited Participation in Practice,Probable
4146,RO-0400,SEA,Toe,Full Participation in Practice,Probable
4146,PR-0150,SEA,Hamstring,Did Not Participate In Practice,Out
4146,BI-0150,SEA,Knee,Out (Definitely Will Not Play),Out
4146,CA-1300,SEA,Ankle,Full Participation in Practice,Probable
4146,CW-2300,SEA,Hip,Did Not Participate In Practice,Probable
4146,DB-0500,SEA,Toe,Limited Participation in Practice,Probable
4146,DD-1800,SEA,Shoulder,Limited Participation in Practice,Probable
4146,CK-0100,SF,Left Shoulder,Full Participation in Practice,Probable
4146,CH-5000,SF,Foot,Did Not Participate In Practice,Out
4146,AB-3100,SF,Shoulder,Full Participation in Practice,Probable
4146,AB-2000,SF,Hamstring,Limited Participation in Practice,Questionable
4146,ER-0150,SF,Chest,Full Participation in Practice,Probable
4146,TB-2700,SF,Shin,Full Participation in Practice,Probable
4146,KR-0325,SF,Ankle,Full Participation in Practice,Probable
4146,KA-0150,SF,Concussion,Full Participation in Practice,Probable
4146,NB-0400,SF,Shoulder,Full Participation in Practice,Probable
4147,RW-3550,KC,Ankle,Full Participation in Practice,Questionable
4147,TH-0200,KC,Knee,Did Not Participate In Practice,Probable
4147,TB-2400,KC,Foot,Full Participation in Practice,Questionable
4147,TK-0150,KC,Groin,Full Participation in Practice,Probable
4147,SS-1700,KC,Knee,Full Participation in Practice,Probable
4147,BG-2200,KC,Neck,Out (Definitely Will Not Play),Out
4147,AB-0100,KC,Calf,Did Not Participate In Practice,Out
4147,CL-1000,SD,Foot,Limited Participation in Practice,Questionable
4147,AG-0500,SD,Knee,Limited Participation in Practice,Probable
4147,DF-1250,SD,Concussion,Did Not Participate In Practice,Questionable
4147,DS-5100,SD,Hamstring,Full Participation in Practice,Probable
4147,JV-0425,SD,Groin,Full Participation in Practice,Probable
4147,KD-1600,SD,Ankle,Full Participation in Practice,Probable
4147,LG-0750,SD,Ankle,Limited Participation in Practice,Questionable
4147,OF-0100,SD,Knee,Full Participation in Practice,Probable
4147,MT-0350,SD,Ankle,Full Participation in Practice,Probable
4147,MF-0800,SD,Shoulder,Did Not Participate In Practice,Out
4147,KE-0550,SD,Concussion,Full Participation in Practice,Probable
4147,DP-1250,SD,Biceps,Full Participation in Practice,Probable
4148,LS-0500,ARI,Shoulder,Full Participation in Practice,Probable
4148,LF-0200,ARI,Ankle,Full Participation in Practice,Probable
4148,MF-0950,ARI,Hamstring,Did Not Participate In Practice,Questionable
4148,MI-0200,ARI,Neck,Limited Participation in Practice,Questionable
4148,RJ-0900,ARI,Ribs,Full Participation in Practice,Probable
4148,JC-4550,ARI,Knee,Did Not Participate In Practice,Doubtful
4148,JB-3350,ARI,Illness,Full Participation in Practice,Probable
4148,JB-6950,ARI,Hamstring,Limited Participation in Practice,Questionable
4148,CR-0500,ARI,Ankle,Did Not Participate In Practice,Out
4148,MG-0925,ARI,Ankle,Limited Participation in Practice,Questionable
4148,MJ-1800,CIN,Back,Did Not Participate In Practice,Doubtful
4148,LH-0300,CIN,,Limited Participation in Practice,
4148,SW-1550,CIN,Ankle,Full Participation in Practice,Probable
4148,PS-0300,CIN,Knee,Did Not Participate In Practice,Doubtful
4148,VB-0350,CIN,Knee,Full Participation in Practice,Probable
4148,AJ-1200,CIN,Foot,Did Not Participate In Practice,Doubtful
4148,AW-1100,CIN,,Did Not Participate In Practice,
4148,AS-2000,CIN,Concussion,Full Participation in Practice,Probable
4148,CD-2200,CIN,Shoulder,Full Participation in Practice,Probable
4149,KW-1150,BUF,,Limited Participation in Practice,
4149,CK-0950,BUF,Knee,Full Participation in Practice,Probable
4149,KW-1600,BUF,Knee,Did Not Participate In Practice,Out
4149,LM-1100,BUF,,Did Not Participate In Practice,
4149,RI-0100,BUF,Shoulder,Limited Participation in Practice,Questionable
4149,AB-2700,NE,Elbow,Limited Participation in Practice,Probable
4149,CJ-2050,NE,Abdomen,Limited Participation in Practice,Probable
4149,JC-3550,NE,Illness,Did Not Participate In Practice,Out
4149,JE-0100,NE,Foot,Did Not Participate In Practice,Out
4149,SV-0400,NE,Concussion,Limited Participation in Practice,Questionable
4149,MC-0400,NE,Toe,Limited Participation in Practice,Questionable
4149,JS-2100,NE,Ankle,Full Participation in Practice,Probable
4149,KM-0450,NE,Hamstring,Limited Participation in Practice,Questionable
4149,JC-3518,NE,Hand,Did Not Participate In Practice,Out
4149,SM-0850,NE,Knee,Limited Participation in Practice,Probable
4149,TJ-0450,NE,Knee,Limited Participation in Practice,Questionable
4150,EE-0050,DET,Quadricep,Full Participation in Practice,Probable
4150,DS-2250,DET,Neck,Full Participation in Practice,Questionable
4150,DC-0400,DET,Back,Full Participation in Practice,Questionable
4150,CR-0650,DET,Ankle,Limited Participation in Practice,Questionable
4150,CB-5200,DET,Teeth,Full Participation in Practice,Probable
4150,CJ-1100,DET,Ankle,Limited Participation in Practice,Questionable
4150,GW-2000,DET,Ankle,Limited Participation in Practice,Questionable
4150,CT-1300,PHI,Ankle,Full Participation in Practice,Probable
4150,CB-0800,PHI,Quadricep,Full Participation in Practice,Probable
4150,DR-3700,PHI,Hamstring,Full Participation in Practice,Probable
4150,JK-0500,PHI,Knee,Did Not Participate In Practice,Questionable
4150,WT-0200,PHI,Hamstring,Full Participation in Practice,Probable
4150,ZE-0100,PHI,Concussion,Limited Participation in Practice,Out
4150,RM-1200,PHI,Concussion,Did Not Participate In Practice,Out
4150,SB-1100,PHI,Concussion,Full Participation in Practice,Questionable
4150,KA-0750,PHI,Ankle,Full Participation in Practice,Probable
4150,JP-2400,PHI,Back,Full Participation in Practice,Questionable
4151,JJ-0800,CAR,Head,Full Participation in Practice,Probable
4151,TG-0900,CAR,Knee,Full Participation in Practice,Probable
4151,AS-0940,CAR,,Did Not Participate In Practice,
4151,AN-0400,CAR,Hamstring,Full Participation in Practice,Probable
4151,CB-3850,CAR,Shoulder,Limited Participation in Practice,Questionable
4151,DE-0500,CAR,Ankle,Full Participation in Practice,Probable
4151,CT-1500,CAR,Knee,Limited Participation in Practice,Doubtful
4151,RR-1450,DAL,Abdomen,Did Not Participate In Practice,Out
4151,RM-2000,DAL,Foot,Full Participation in Practice,Probable
4151,TR-0800,DAL,Back,Full Participation in Practice,Probable
4151,BJ-2350,DAL,Ankle,Full Participation in Practice,Probable
4151,KW-0960,DAL,Toe,Full Participation in Practice,Probable
4151,MC-1350,DAL,Hamstring,Did Not Participate In Practice,Out
4151,NH-0900,DAL,Ankle,Full Participation in Practice,Probable
4151,JH-3210,DAL,Shoulder,Full Participation in Practice,Probable
4151,DL-0450,DAL,Back,Full Participation in Practice,Probable
4151,DM-1600,DAL,Groin,Full Participation in Practice,Probable
4151,AH-3350,DAL,Ankle,Full Participation in Practice,Probable
4151,BB-4100,DAL,Hamstring,Full Participation in Practice,Probable
4151,BC-0500,DAL,Shoulder,Full Participation in Practice,Probable
4151,BC-1200,DAL,Ankle,Full Participation in Practice,Probable
4151,DB-5300,DAL,Foot,Full Participation in Practice,Probable
4152,AR-1400,CHI,Knee,Did Not Participate In Practice,Questionable
4152,AJ-0430,CHI,Groin,Limited Participation in Practice,Questionable
4152,JJ-1600,CHI,,Full Participation in Practice,
4152,ER-0500,CHI,Knee,Did Not Participate In Practice,Out
4152,SM-0700,CHI,Neck,Limited Participation in Practice,Questionable
4152,PM-0500,CHI,Knee,Limited Participation in Practice,Questionable
4152,LR-0350,CHI,Knee,Limited Participation in Practice,Questionable
4152,KC-0250,CHI,Concussion,Did Not Participate In Practice,Out
4152,MW-3250,CHI,,Full Participation in Practice,
4152,MB-1800,CHI,Ribs,Did Not Participate In Practice,Out
4152,MF-1300,CHI,Knee,Limited Participation in Practice,Questionable
4152,DR-0450,GB,Hamstring,Limited Participation in Practice,Questionable
4152,TM-3150,GB,Ankle,Did Not Participate In Practice,Out
4152,CL-0975,GB,Ankle,Did Not Participate In Practice,Questionable
4152,CM-0900,GB,Ankle,Limited Participation in Practice,Probable
4152,DB-0350,GB,Knee,Limited Participation in Practice,Probable
4152,DA-0212,GB,Ankle,Full Participation in Practice,Probable
4152,BB-3700,GB,Knee,Limited Participation in Practice,Probable
4152,EL-0010,GB,Ankle,Full Participation in Practice,Probable
4152,JE-0350,GB,Ankle,Full Participation in Practice,Probable
4152,JA-0050,GB,Rib,Did Not Participate In Practice,Out
4152,AR-0875,GB,Ankle,Full Participation in Practice,Probable
4152,TL-0300,GB,Shoulder,Limited Participation in Practice,Probable
4152,MP-0875,GB,Quadricep,Limited Participation in Practice,Questionable
4152,MB-5100,GB,Ankle,Full Participation in Practice,Probable
4152,MH-4000,GB,Hip,Limited Participation in Practice,Questionable
4152,JS-3500,GB,Knee,Limited Participation in Practice,Probable
4153,KJ-0100,HOU,Ankle,Full Participation in Practice,Probable
4153,MB-4950,HOU,Shoulder,Full Participation in Practice,Probable
4153,NW-0100,HOU,Hip,Full Participation in Practice,Probable
4153,CC-4550,HOU,Hip,Full Participation in Practice,Probable
4153,WM-0550,HOU,Back,Full Participation in Practice,Probable
4153,JC-3350,HOU,Wrist,Full Participation in Practice,Probable
4153,JJ-5000,HOU,Knee,Limited Participation in Practice,Probable
4153,EP-0550,HOU,Neck,Full Participation in Practice,Probable
4153,DN-0700,HOU,Elbow,Limited Participation in Practice,Probable
4153,BJ-1950,HOU,Hand,Full Participation in Practice,Probable
4153,BH-1900,HOU,Concussion,Full Participation in Practice,Probable
4153,AD-1100,HOU,Hamstring,Full Participation in Practice,Probable
4153,AB-2250,HOU,Concussion,Full Participation in Practice,Probable
4153,AB-1975,HOU,Back,Limited Participation in Practice,Probable
4153,CP-1950,HOU,Knee,Full Participation in Practice,Probable
4153,CJ-0650,HOU,Foot,Full Participation in Practice,Probable
4153,DE-0600,NO,Hip,Did Not Participate In Practice,Out
4153,DH-2000,NO,Thigh,Did Not Participate In Practice,Out
4153,TA-0850,NO,Knee,Limited Participation in Practice,Probable
4153,RH-3300,NO,Hamstring,Full Participation in Practice,Probable
4153,KL-0600,NO,,Did Not Participate In Practice,
4153,MI-0100,NO,Shoulder,Full Participation in Practice,Probable
4153,HK-0100,NO,Ankle,Limited Participation in Practice,Probable
4153,DS-5137,NO,Concussion,Did Not Participate In Practice,Out
4153,SA-1150,NO,Lower Leg,Full Participation in Practice,Probable
4153,WS-0925,NO,Knee,Full Participation in Practice,Probable
4154,MJ-2250,CIN,Hamstring,Full Participation in Practice,Probable
4154,LH-0300,CIN,,Did Not Participate In Practice,
4154,PS-0300,CIN,Knee,Limited Participation in Practice,Questionable
4154,SW-1550,CIN,Ankle,Full Participation in Practice,Probable
4154,TE-0300,CIN,Knee,Full Participation in Practice,Probable
4154,VB-0350,CIN,Knee,Full Participation in Practice,Probable
4154,DK-0750,CIN,Knee,Full Participation in Practice,Probable
4154,AJ-1200,CIN,Foot,Limited Participation in Practice,Questionable
4154,AD-0100,CIN,Groin,Full Participation in Practice,Probable
4154,AS-2000,CIN,Thigh,Full Participation in Practice,Probable
4154,AW-1100,CIN,,Did Not Participate In Practice,
4154,DD-0950,CIN,Shoulder,Out (Definitely Will Not Play),Out
4154,AD-1487,STL,Knee,Did Not Participate In Practice,Out
4154,TJ-2250,STL,Thigh,Did Not Participate In Practice,Questionable
4154,RQ-0200,STL,Hip,Did Not Participate In Practice,Questionable
4154,GZ-2000,STL,Right Groin,Limited Participation in Practice,Questionable
4154,CK-0250,STL,Concussion,Limited Participation in Practice,Questionable
4154,RH-1250,STL,Calf,Did Not Participate In Practice,Questionable
4155,AL-0700,ATL,Knee,Limited Participation in Practice,Probable
4155,DF-1875,ATL,Concussion,Did Not Participate In Practice,Out
4155,RA-0650,ATL,Groin,Limited Participation in Practice,Probable
4155,SG-1100,ATL,Not Injury Related,Did Not Participate In Practice,Probable
4155,MB-4600,ATL,Right Quadricep,Did Not Participate In Practice,Out
4155,LH-0600,ATL,Hamstring,Did Not Participate In Practice,Out
4155,RT-0475,ATL,Hamstring,Limited Participation in Practice,Probable
4155,AB-0650,MIN,Hand,Full Participation in Practice,Probable
4155,HS-0130,MIN,Knee,Limited Participation in Practice,Questionable
4155,EG-0900,MIN,Hip,Limited Participation in Practice,Questionable
4155,SF-0150,MIN,Ankle,Full Participation in Practice,Probable
4155,RB-2250,MIN,Ankle,Full Participation in Practice,Probable
4155,TB-2650,MIN,Left Shoulder,Full Participation in Practice,Probable
4155,MK-0150,MIN,Toe,Full Participation in Practice,Probable
4155,EK-0250,MIN,Ribs,Full Participation in Practice,Probable
4155,TW-1187,MIN,Ankle,Did Not Participate In Practice,Questionable
4156,UU-0100,NYG,Neck,Full Participation in Practice,Probable
4156,MH-2400,NYG,Quadricep,Did Not Participate In Practice,Out
4156,PA-0300,NYG,Pectoral,Full Participation in Practice,Probable
4156,JT-1300,NYG,Ankle,Limited Participation in Practice,Questionable
4156,JP-4350,NYG,Concussion,Did Not Participate In Practice,Out
4156,LD-0650,NYG,Neck,Did Not Participate In Practice,Out
4156,LM-1050,NYG,Groin,Full Participation in Practice,Probable
4156,WR-0450,NYG,Ankle,Did Not Participate In Practice,Doubtful
4156,DM-2950,NYG,Hamstring,Full Participation in Practice,Probable
4156,GS-0400,NYG,Ankle,Full Participation in Practice,Probable
4156,CC-5300,WAS,,Limited Participation in Practice,
4156,BB-2725,WAS,Hamstring,Did Not Participate In Practice,Questionable
4156,AR-1100,WAS,Ankle,Full Participation in Practice,Probable
4156,AM-2850,WAS,Rib,Full Participation in Practice,Probable
4156,DG-1300,WAS,"Knee, Hamstring",Limited Participation in Practice,Probable
4156,DH-0700,WAS,Toe,Full Participation in Practice,Probable
4156,JH-2800,WAS,Knee,Full Participation in Practice,Probable
4156,JJ-3200,WAS,Illness,Full Participation in Practice,Probable
4156,JL-1250,WAS,Ankle,Full Participation in Practice,Probable
4156,RK-0500,WAS,Hand,Full Participation in Practice,Probable
4156,BS-0950,WAS,Thigh,Full Participation in Practice,Probable
4156,TK-0800,WAS,Migraine,Full Participation in Practice,Probable
4156,TR-0620,WAS,Hamstring,Did Not Participate In Practice,Out
4156,TW-2800,WAS,Knee,Limited Participation in Practice,Probable
4156,KR-0950,WAS,Shoulder,Limited Participation in Practice,Questionable
4156,DE-1300,WAS,Hamstring,Limited Participation in Practice,Questionable
4157,AC-1200,IND,Knee,Did Not Participate In Practice,Out
4157,AL-1100,IND,Abdomen,Did Not Participate In Practice,Out
4157,AJ-0900,IND,,Full Participation in Practice,
4157,DJ-0500,IND,,Full Participation in Practice,
4157,EW-0100,IND,Foot,Limited Participation in Practice,Questionable
4157,FG-0200,IND,Ankle,Full Participation in Practice,Probable
4157,JF-3060,IND,Rib,Full Participation in Practice,Probable
4157,HT-0600,IND,Shoulder,Full Participation in Practice,Probable
4157,GT-0300,IND,Groin,Limited Participation in Practice,Questionable
4157,VD-0200,IND,Hamstring,Full Participation in Practice,Probable
4157,RM-1400,IND,,Full Participation in Practice,
4157,SM-2950,IND,Back,Full Participation in Practice,Probable
4157,MA-0200,IND,Ankle,Limited Participation in Practice,Doubtful
4157,PD-0800,IND,Ankle,Did Not Participate In Practice,Out
4157,DS-2350,IND,Knee,Full Participation in Practice,Probable
4157,JS-2450,TB,Calf,Full Participation in Practice,Probable
4157,ES-1125,TB,Knee,Full Participation in Practice,Probable
4157,AS-0550,TB,Shoulder,Limited Participation in Practice,Doubtful
4157,GJ-0800,TB,Calf,Did Not Participate In Practice,Out
4157,AM-0750,TB,Ankle,Full Participation in Practice,Questionable
4157,KT-0150,TB,Concussion,Did Not Participate In Practice,Out
4158,BR-0150,BUF,Shoulder,Limited Participation in Practice,Probable
4158,TT-0500,BUF,Right Shoulder,Limited Participation in Practice,Probable
4158,ME-0100,BUF,Concussion,Did Not Participate In Practice,Out
4158,MD-0100,BUF,Knee,Limited Participation in Practice,Probable
