pid,rb,te,drp,mbt,yac
712440,1,1,0,0,0
712441,1,1,0,1,9
712443,1,1,0,0,0
712444,1,2,0,0,0
712445,1,0,1,0,0
712448,1,1,0,0,7
712449,1,1,0,0,2
712450,1,1,0,0,0
712451,1,1,0,0,0
712452,1,0,0,0,6
712454,1,0,0,0,2
712455,1,0,0,0,0
712456,1,0,0,1,6
712457,1,0,0,0,0
712459,1,0,0,0,0
712460,1,0,0,0,0
712462,2,2,0,0,0
712464,1,1,0,0,0
712465,1,2,0,0,0
712466,1,0,0,0,1
712468,1,1,0,1,0
712469,1,2,0,0,0
712471,1,1,0,1,0
712472,1,1,0,0,0
712473,1,1,0,0,0
712474,1,2,0,0,0
712476,1,2,0,0,0
712478,1,1,0,0,0
712479,1,1,0,1,0
712480,1,0,0,0,5
712481,1,1,0,0,0
712482,1,1,0,0,0
712483,1,1,0,0,0
712484,1,1,0,0,0
712487,2,0,0,0,5
712488,1,0,0,0,3
712489,1,0,0,0,0
712490,1,0,0,0,9
712491,1,0,0,0,0
712492,1,0,0,0,0
712493,1,0,1,0,0
712494,1,0,0,0,0
712495,1,0,0,0,7
712497,1,0,0,0,0
712498,1,0,0,0,0
712499,1,0,0,0,0
712500,1,2,0,0,0
712501,1,2,0,1,6
712502,1,2,0,0,0
712503,1,2,0,1,0
712504,1,1,0,0,0
712505,1,1,0,0,0
712506,1,1,0,0,0
712507,1,1,0,0,0
712508,1,1,0,0,0
712509,1,2,1,0,0
712510,1,1,0,0,0
712511,1,2,0,0,0
712512,1,1,0,0,0
712513,1,0,0,0,0
712516,1,0,0,0,12
712517,1,0,0,0,1
712518,1,0,0,0,0
712519,1,0,0,0,1
712520,1,0,0,0,0
712521,1,0,0,1,-1
712522,1,0,1,0,0
712523,1,0,0,0,0
712524,1,0,0,0,0
712525,1,2,0,0,0
712526,1,2,0,0,0
712527,1,3,0,1,0
712528,1,3,0,0,0
712529,1,3,0,0,0
712530,1,3,0,2,0
712531,2,2,0,0,0
712534,1,3,0,0,0
712535,1,3,0,0,0
712536,1,1,0,0,0
712538,0,1,0,0,0
712539,2,1,0,0,0
712540,0,1,0,0,0
712541,0,1,0,0,4
712542,0,1,0,1,6
712543,1,0,0,0,0
712544,1,2,0,0,0
712545,0,1,0,2,2
712546,0,1,0,0,0
712547,1,0,0,0,0
712548,0,0,0,0,3
712549,0,0,1,0,0
712552,1,2,0,0,0
712553,1,2,0,0,0
712554,1,1,0,0,2
712555,1,2,0,0,0
712556,1,1,0,0,0
712557,1,1,0,0,0
712559,0,0,0,0,0
712560,0,0,0,0,9
712562,1,0,0,0,3
712563,1,0,0,0,0
712564,1,1,0,0,0
712566,0,1,0,0,3
712567,0,0,0,1,12
712568,0,1,0,0,0
712569,0,1,0,0,0
712570,0,0,0,0,0
712571,0,0,0,0,0
712572,1,3,0,0,0
712573,1,1,0,0,6
712574,1,1,0,0,0
712575,1,1,0,1,6
712578,1,3,0,0,0
712579,1,1,0,1,14
712580,1,1,0,0,0
712581,1,1,0,0,0
712583,1,1,0,0,0
712585,1,1,0,0,0
712586,0,2,0,0,0
712587,1,0,0,0,8
712589,0,0,0,0,0
712590,0,0,0,0,0
712591,1,0,0,0,0
712594,1,2,0,0,0
712595,1,2,0,0,0
712596,1,2,0,0,2
712597,1,2,0,0,0
712598,1,2,0,0,0
712599,1,3,0,0,0
712600,1,1,0,0,0
712601,1,1,0,0,1
712604,0,1,0,0,0
712605,0,1,0,0,0
712607,0,1,0,0,0
712608,0,1,0,0,0
712609,0,1,0,0,1
712610,0,1,0,0,14
712611,0,1,0,0,0
712612,0,1,0,0,0
712613,0,1,0,0,0
712616,1,1,0,0,0
712618,0,1,0,0,0
712619,0,1,0,0,0
712620,0,1,0,0,0
712623,0,1,0,1,0
712624,0,1,0,0,10
712625,0,1,0,1,0
712626,0,1,0,0,8
712627,1,1,0,0,0
712628,1,1,0,0,0
712629,1,1,0,0,8
712630,1,1,0,0,0
712631,0,1,0,0,0
712632,0,1,0,0,0
712633,0,1,0,0,0
712634,0,1,0,0,0
712635,0,1,0,0,0
712638,1,2,0,0,0
712639,1,2,0,0,0
712640,1,2,0,0,1
712641,1,3,0,0,0
712642,1,3,0,0,0
712645,1,1,0,0,0
712647,0,1,0,0,0
712648,0,1,0,0,0
712649,0,1,0,0,6
712650,0,1,0,0,0
712651,0,1,0,0,14
712652,0,1,0,0,1
712653,0,1,0,2,14
712655,0,1,0,0,0
712658,1,1,0,0,0
712659,1,1,0,0,0
712660,1,1,0,0,0
712662,1,1,0,0,1
712663,1,1,0,1,4
712664,1,1,0,0,0
712665,1,0,0,0,0
712666,1,0,0,1,0
712667,1,0,0,1,5
712668,1,0,0,0,0
712671,0,1,0,0,0
712672,0,2,0,1,0
712673,0,0,0,1,0
712675,1,0,0,0,0
712676,0,1,0,0,0
712677,0,0,0,0,0
712681,1,1,0,0,0
712682,1,1,0,0,0
712683,1,1,0,0,3
712684,1,1,0,0,0
712685,1,1,0,0,0
712686,1,1,0,0,0
712688,1,0,0,1,14
712689,2,0,0,0,0
712690,2,0,0,0,0
712692,0,0,0,0,0
712694,1,1,0,0,0
712695,1,1,0,0,11
712696,1,1,0,0,3
712697,1,1,0,0,0
712698,1,2,0,0,0
712700,1,1,0,0,0
712701,1,1,0,0,5
712702,1,1,0,0,0
712703,1,1,0,0,2
712704,1,3,0,0,0
712705,1,1,0,0,0
712706,1,1,0,0,0
712707,1,2,0,0,0
712708,1,1,0,0,0
712711,1,1,0,0,6
712712,1,1,0,0,0
712713,1,1,1,0,0
712714,1,1,0,0,0
712716,1,1,0,0,5
712717,1,3,0,0,0
712718,1,1,0,0,0
712719,1,1,0,0,3
712720,1,1,0,0,0
712721,1,1,0,0,0
712722,1,1,0,0,0
712725,1,1,0,1,5
712726,1,1,0,0,0
712727,1,1,0,0,0
712730,1,1,0,0,0
712731,1,1,0,0,1
712733,1,2,0,0,0
712734,1,2,0,0,0
712735,1,2,0,0,0
712736,0,1,0,0,0
712739,1,1,0,0,0
712740,1,1,0,0,9
712742,1,1,0,0,0
712743,1,1,0,0,0
712744,1,1,0,0,3
712745,1,1,0,0,0
712746,1,1,0,0,0
712747,1,1,0,0,0
712748,1,1,0,0,0
712749,1,1,0,1,20
712750,1,1,0,1,0
712751,1,1,0,0,1
712752,1,1,0,0,0
712755,1,2,0,1,0
712756,1,1,1,0,0
712759,0,2,0,0,0
712760,1,1,0,0,12
712761,1,1,0,0,0
712762,1,2,0,0,0
712763,1,1,0,0,3
712765,1,1,0,0,0
712766,1,1,0,1,28
712767,1,1,0,0,0
712768,1,1,0,0,5
712769,1,1,0,0,0
712773,1,1,0,0,4
712774,1,1,0,0,4
712775,1,1,0,0,0
712777,1,1,0,0,4
712778,1,1,0,0,0
712779,1,1,0,0,2
712781,1,1,0,0,2
712782,1,1,0,0,0
712783,1,1,0,0,0
712784,1,1,0,1,10
712787,1,2,0,0,0
712789,1,1,0,0,0
712790,1,2,0,0,0
712791,0,1,0,0,2
712792,1,2,0,0,3
712793,1,2,0,0,0
712794,1,1,0,0,0
712796,1,1,0,0,0
712797,1,1,0,0,3
712798,1,1,0,0,0
712800,1,1,0,0,9
712801,1,2,0,0,0
712802,1,1,0,0,0
712803,1,2,0,0,0
712804,1,1,0,0,2
712805,1,1,0,0,0
712807,1,2,0,0,0
712808,1,1,0,0,2
712809,1,1,0,0,2
712810,1,1,0,1,0
712811,1,1,0,0,0
712812,1,1,0,0,0
712813,1,1,0,0,0
712815,1,1,0,2,24
712816,1,2,0,0,0
712817,1,2,0,0,0
712818,1,2,0,1,0
712819,1,2,0,0,0
712820,1,1,0,0,0
712822,1,1,0,0,2
712823,1,1,0,0,8
712824,1,1,0,0,0
712825,1,1,0,0,0
712826,1,1,0,0,5
712827,1,1,0,0,0
712829,1,1,0,0,0
712830,1,1,0,0,0
712831,1,1,0,0,0
712832,1,1,0,0,0
712833,1,1,0,0,0
712834,1,1,0,0,0
712835,1,1,0,0,0
712838,1,2,0,0,0
712839,1,1,0,0,0
712840,1,1,0,0,11
712841,1,2,1,0,0
712842,1,2,0,0,0
712843,1,1,0,0,6
712845,1,1,0,1,9
712846,1,1,0,0,0
712847,1,2,0,0,11
712848,1,1,0,0,0
712849,1,2,0,0,0
712850,1,1,0,0,0
712851,1,1,0,0,0
712852,1,1,0,0,0
712854,1,1,0,0,4
712855,1,1,0,0,0
712856,1,1,0,0,0
712857,1,1,0,0,0
712859,1,1,0,0,4
712860,1,1,0,0,2
712861,1,1,0,0,0
712862,1,1,0,0,0
712863,1,1,0,0,3
712864,1,1,0,0,0
712865,1,1,0,0,0
712866,0,1,0,0,0
712867,1,2,0,0,0
712869,1,1,0,0,0
712870,1,1,0,0,5
712871,1,2,0,0,0
712872,1,3,0,0,0
712873,1,1,1,0,0
712875,1,2,0,0,0
712876,1,1,0,1,3
712877,1,3,0,0,0
712878,1,2,0,0,0
712879,1,1,0,0,0
712880,1,0,1,0,0
712881,1,1,0,2,0
712884,1,1,0,0,0
712885,1,1,0,0,0
712886,1,0,0,0,0
712887,1,2,0,1,0
712888,1,3,0,0,0
712889,1,0,0,0,0
712891,1,3,0,0,4
712892,2,1,0,0,0
712893,1,2,0,0,0
712894,1,1,0,0,0
712897,1,1,0,0,0
712898,1,1,0,0,0
712899,1,2,1,0,0
712902,1,1,0,0,0
712903,1,0,0,1,62
712906,1,3,0,0,0
712907,2,1,0,0,0
712908,1,1,0,0,8
712909,2,1,0,0,0
712910,1,1,0,0,2
712911,1,1,0,0,3
712912,1,1,0,0,4
712913,1,2,0,0,0
712914,1,1,1,0,0
712915,1,1,0,0,0
712918,1,2,0,0,3
712919,1,1,0,1,0
712920,1,0,0,0,0
712921,1,1,0,0,0
712922,1,2,0,0,0
712923,1,0,0,0,0
712925,1,2,0,0,0
712928,1,1,0,0,4
712929,1,1,0,0,6
712930,1,1,0,0,0
712932,1,2,0,0,0
712933,1,0,0,0,0
712934,1,0,0,1,6
712935,1,2,0,0,-1
712936,1,1,0,0,0
712937,1,1,0,1,0
712938,1,1,0,0,13
712941,1,1,0,0,4
712942,1,1,0,0,0
712943,1,1,0,0,4
712944,1,1,0,0,8
712945,1,1,0,0,0
712946,1,1,0,0,4
712947,1,1,0,0,0
712950,1,2,0,0,0
712951,1,1,0,2,35
712952,1,1,0,0,0
712953,1,1,0,0,0
712954,1,0,0,0,0
712956,1,1,0,0,3
712957,1,1,0,0,0
712958,1,1,0,0,0
712959,1,1,0,0,0
712961,1,2,0,0,0
712962,1,2,0,1,5
712963,1,3,0,0,0
712965,1,1,0,0,0
712966,1,2,0,0,0
712967,1,1,0,0,0
712969,1,2,0,0,0
712970,1,1,1,0,0
712973,1,3,0,0,0
712974,1,1,0,0,0
712975,1,1,0,0,0
712976,1,0,0,0,0
712977,1,1,0,0,0
712978,1,3,0,0,0
712979,1,2,0,0,0
712980,1,2,0,0,0
712981,1,2,0,0,0
712982,1,3,0,0,0
712985,1,3,0,0,0
712986,2,1,0,0,0
712987,1,2,1,0,0
712989,1,2,0,2,0
712991,1,0,0,0,0
712993,1,1,0,0,0
712994,1,2,0,0,0
712995,1,3,1,0,0
712997,2,1,0,0,0
712998,1,1,0,0,1
712999,1,1,0,0,0
713001,1,2,0,0,0
713002,1,1,0,0,0
713003,1,0,0,0,0
713005,1,2,0,0,0
713006,1,1,0,0,0
713007,1,1,0,0,0
713009,1,2,0,0,0
713010,1,1,0,0,0
713011,1,1,0,0,0
713012,1,2,0,0,0
713013,1,2,0,1,0
713014,1,1,0,0,5
713016,1,1,0,0,2
713017,1,1,0,0,0
713018,1,1,0,0,3
713019,1,1,0,0,0
713020,1,1,0,0,10
713021,1,1,0,0,0
713022,1,1,0,0,0
713023,1,1,0,0,0
713024,1,1,1,0,0
713025,1,3,0,0,0
713026,1,3,0,0,0
713028,2,3,0,0,0
713030,1,1,0,0,0
713031,1,2,0,0,0
713032,1,1,0,0,0
713033,1,2,0,0,0
713034,1,1,0,0,0
713035,1,2,0,0,0
713037,1,2,0,0,0
713038,1,1,0,0,0
713039,1,1,0,0,0
713040,1,1,0,0,0
713041,1,1,0,0,0
713043,1,1,1,0,0
713044,1,1,0,1,0
713045,1,1,0,0,0
713048,1,1,0,0,0
713049,2,1,0,0,0
713050,1,1,0,1,0
713052,1,1,0,0,0
713054,1,2,0,0,0
713055,1,1,0,0,0
713056,1,1,0,0,0
713058,2,1,0,1,0
713059,1,1,0,0,0
713060,2,1,0,0,0
713061,2,1,0,0,0
713062,1,1,0,0,0
713065,1,1,0,0,1
713066,1,0,0,0,0
713067,1,1,0,0,0
713068,1,1,0,0,0
713071,1,2,0,0,0
713072,1,2,0,0,0
713073,1,1,0,0,0
713074,2,1,0,1,0
713075,1,1,0,0,0
713076,2,1,0,0,7
713077,2,1,0,0,0
713081,1,2,0,3,0
713082,1,2,0,0,0
713083,1,2,0,0,0
713084,1,2,0,0,2
713085,1,2,0,0,0
713086,1,2,0,0,0
713087,1,1,0,0,1
713088,1,1,0,0,0
713090,1,2,0,0,0
713091,1,1,0,0,0
713092,1,1,0,0,0
713096,1,2,0,0,0
713097,2,1,0,0,3
713098,1,2,0,0,5
713099,1,1,0,0,0
713100,1,1,0,0,3
713101,1,1,0,0,0
713103,1,1,0,0,0
713104,1,1,0,0,0
713106,2,1,0,1,0
713107,1,1,0,1,0
713108,2,3,0,0,0
713110,1,2,0,0,0
713111,1,2,0,0,0
713114,1,1,1,0,0
713115,1,2,0,0,0
713116,1,2,0,0,0
713119,2,1,0,0,0
713120,2,1,0,0,2
713121,1,2,0,0,0
713123,1,2,0,0,0
713124,1,1,0,0,0
713125,1,1,0,0,0
713127,1,2,0,0,25
713130,1,1,0,1,0
713131,1,1,0,0,0
713132,1,1,0,0,3
713133,1,1,0,0,0
713134,1,1,0,1,22
713135,1,1,0,0,0
713136,1,1,0,0,0
713137,1,1,0,0,0
713138,1,1,0,0,0
713139,1,1,0,0,0
713142,1,2,0,0,0
713143,1,2,0,0,0
713144,1,2,0,2,0
713145,1,2,0,0,0
713146,1,2,0,0,0
713147,2,1,0,0,0
713150,1,1,0,0,0
713151,1,1,0,2,0
713152,1,1,0,1,0
713153,1,1,0,0,4
713154,1,1,1,0,0
713156,2,1,0,0,0
713157,1,2,0,0,0
713158,1,1,0,0,0
713161,1,1,0,0,0
713162,1,2,0,0,0
713163,1,1,0,0,6
713164,1,1,0,1,0
713165,1,1,0,0,0
713166,1,1,0,2,0
713170,0,1,0,0,0
713171,1,2,0,0,0
713172,1,1,1,0,0
713174,1,2,0,0,0
713175,1,1,0,0,0
713176,1,1,0,1,38
713179,1,1,0,0,0
713180,1,1,0,0,0
713181,1,1,0,0,0
713182,1,1,0,0,0
713184,1,1,0,0,0
713185,1,1,0,0,0
713186,1,1,0,0,0
713187,1,1,0,0,0
713188,1,1,0,0,0
713189,1,1,0,0,0
713190,2,2,0,0,0
713191,1,1,0,0,0
713193,1,1,0,1,0
713196,1,2,0,0,0
713198,1,1,0,0,16
713199,1,1,0,0,0
713200,1,1,0,0,0
713201,1,1,0,0,10
713202,1,1,0,0,0
713203,1,1,0,3,0
713204,1,1,0,0,0
713207,1,1,0,0,0
713208,1,2,0,0,0
713209,1,1,0,0,1
713210,1,1,0,0,0
713211,1,1,0,0,0
713212,1,1,0,0,0
713214,1,1,0,0,0
713215,1,1,0,0,2
713216,1,1,0,0,0
713217,1,1,0,0,0
713218,1,1,0,0,2
713219,1,1,0,0,6
713220,1,1,0,0,0
713221,1,1,0,1,10
713222,1,1,0,0,0
713223,1,1,0,0,0
713224,1,1,0,0,2
713226,2,1,0,1,0
713227,1,3,0,1,10
713228,2,1,0,0,0
713229,1,2,0,0,0
713230,1,1,0,1,12
713231,2,1,0,0,0
713232,1,1,0,0,0
713233,1,2,0,1,0
713234,1,1,0,0,0
713238,1,1,0,0,0
713239,1,1,0,0,0
713240,1,1,0,0,0
713242,1,1,0,0,0
713243,1,2,0,0,3
713244,1,1,0,0,0
713246,2,2,0,0,25
713247,1,2,0,1,0
713248,2,1,0,0,0
713249,1,1,0,0,6
713250,1,1,0,1,0
713251,2,2,0,0,0
713254,1,1,0,2,0
713255,1,1,0,0,0
713256,1,1,0,0,0
713257,1,1,0,0,2
713258,1,1,0,0,12
713261,2,1,0,0,0
713262,1,2,0,0,2
713263,1,2,0,0,0
713264,2,1,0,0,0
713265,0,1,0,0,0
713266,2,1,0,0,0
713269,1,1,0,0,0
713270,1,1,0,0,0
713271,1,1,0,0,0
713272,1,1,0,0,2
713273,1,1,0,0,0
713274,1,1,0,0,1
713275,1,1,0,0,0
713278,2,1,0,0,0
713279,1,1,0,0,7
713280,1,1,0,0,0
713281,1,2,0,0,0
713282,1,3,0,1,0
713283,1,1,0,0,0
713284,1,1,0,1,17
713285,1,1,0,1,0
713288,1,1,0,0,0
713289,1,1,0,2,0
713292,2,1,0,0,0
713293,1,1,0,0,0
713294,1,1,0,0,0
713295,1,1,0,0,0
713296,1,1,1,0,0
713298,1,1,0,0,13
713299,1,1,0,0,0
713300,1,1,0,2,0
713301,1,1,0,0,0
713302,1,2,0,0,0
713303,1,1,0,0,0
713306,1,1,0,0,0
713307,1,2,0,0,0
713308,1,1,0,0,0
713309,2,1,0,1,0
713310,2,3,0,1,0
713312,1,1,0,0,0
713314,1,1,0,0,0
713315,1,1,0,0,0
713316,1,1,0,0,0
713318,1,2,0,0,0
713319,1,1,0,2,0
713320,1,2,0,0,0
713321,1,1,0,0,0
713322,1,1,0,1,15
713323,1,2,0,0,0
713324,1,2,0,0,0
713325,1,2,0,0,0
713326,1,3,0,2,0
713327,1,2,0,0,0
713328,1,3,0,0,0
713329,1,1,0,0,0
713331,1,1,0,0,0
713332,2,1,0,0,0
713333,1,1,0,0,0
713335,1,2,0,1,0
713336,1,2,0,0,0
713337,1,2,1,0,0
713338,1,2,0,1,0
713339,1,1,0,0,0
713341,1,1,0,0,2
713342,1,1,0,0,9
713343,1,1,0,1,4
713344,1,1,0,1,0
713345,1,1,1,0,0
713346,1,1,1,0,0
713347,1,1,0,0,2
713348,1,1,0,0,0
713349,1,3,0,0,0
713350,1,3,0,1,0
713351,1,3,0,2,0
713353,1,2,0,0,9
713354,1,3,0,0,6
713355,1,1,0,0,0
713356,1,0,0,0,0
713357,2,2,0,0,0
713358,2,1,0,0,0
713360,2,0,0,0,0
713361,1,2,0,0,0
713362,1,1,0,0,0
713363,1,1,0,0,13
713366,1,2,0,0,2
713367,1,2,0,0,0
713368,1,2,0,0,0
713369,1,2,0,0,0
713370,1,2,1,0,0
713371,1,2,1,0,0
713373,1,3,0,0,0
713374,1,3,0,0,0
713375,1,1,0,0,0
713376,1,1,0,0,0
713379,1,1,0,1,0
713380,1,0,0,0,0
713381,1,1,0,0,0
713383,1,2,0,0,0
713384,1,1,0,0,0
713385,1,1,0,0,0
713387,1,2,0,0,0
713388,1,1,0,1,0
713389,2,2,0,1,0
713390,2,1,0,0,0
713391,1,3,0,0,0
713392,1,1,0,0,0
713393,1,1,0,0,0
713394,1,1,0,0,0
713396,1,1,0,0,3
713397,1,1,0,0,0
713398,1,1,0,0,0
713399,1,1,0,0,0
713400,1,1,0,0,18
713401,1,1,0,0,0
713404,1,2,0,0,0
713405,1,2,0,0,4
713407,1,1,0,1,3
713408,1,1,0,0,3
713409,1,1,0,0,0
713412,1,1,0,0,0
713413,1,1,0,1,0
713414,1,1,0,0,0
713415,1,1,0,1,0
713416,1,1,0,0,0
713418,1,3,0,0,0
713419,1,3,0,0,6
713420,1,2,0,0,0
713422,1,1,0,0,0
713423,1,1,0,0,0
713424,1,1,0,0,21
713426,1,1,0,0,0
713427,1,1,0,0,5
713428,1,1,0,0,13
713429,1,1,0,0,0
713430,1,1,0,0,1
713431,1,1,0,0,1
713432,1,1,0,0,0
713433,1,1,0,0,0
713434,1,1,0,0,0
713436,2,2,0,0,0
713437,2,3,0,0,0
713440,1,3,0,0,0
713442,1,2,0,0,3
713443,1,2,0,0,0
713444,1,2,0,0,10
713445,1,2,0,0,0
713446,1,1,0,0,0
713448,1,1,0,0,0
713449,1,1,0,0,0
713450,1,2,0,1,0
713451,2,0,0,0,0
713452,1,1,0,0,0
713454,1,2,0,0,0
713455,1,3,0,0,0
713456,1,1,0,0,0
713457,1,3,0,0,8
713458,1,2,0,0,0
713459,1,2,0,0,0
713461,1,1,0,0,0
713462,1,1,0,0,0
713463,1,1,0,0,0
713464,1,1,0,0,0
713467,1,1,0,0,1
713468,1,1,0,1,0
713469,1,1,0,0,0
713472,1,2,0,0,0
713473,1,2,0,0,0
713474,2,1,0,0,0
713475,1,2,0,0,0
713477,2,1,0,0,0
713478,1,1,0,0,0
713479,1,1,0,1,5
713481,1,2,0,0,0
713482,1,2,0,0,0
713483,1,1,0,0,0
713486,1,2,0,0,2
713487,1,2,0,0,0
713488,1,1,0,0,0
713489,1,1,0,0,6
713490,1,1,1,0,0
713491,1,1,0,0,0
713493,1,1,0,0,0
713494,1,2,0,0,10
713495,1,1,0,0,17
713497,2,2,0,0,0
713498,1,2,0,0,1
713499,1,2,0,0,0
713502,1,1,0,0,0
713503,1,1,0,0,0
713504,1,1,0,0,6
713505,1,1,0,0,0
713506,1,1,0,0,0
713509,1,1,0,0,0
713510,1,1,0,0,0
713511,1,1,0,0,3
713512,1,1,0,0,0
713513,1,1,0,0,0
713514,2,2,0,0,0
713516,1,1,0,0,0
713519,1,1,0,0,0
713522,1,1,0,0,6
713523,1,1,0,0,0
713524,1,1,0,0,4
713525,1,1,0,0,0
713526,2,1,1,0,0
713527,2,1,0,0,0
713530,1,2,0,0,0
713532,1,2,0,0,0
713534,1,1,0,0,0
713535,1,1,1,0,0
713537,1,1,0,0,0
713538,1,1,0,0,6
713539,1,1,1,0,0
713541,2,1,0,0,0
713542,2,1,1,0,0
713543,1,1,0,0,0
713545,1,1,0,0,0
713547,1,1,0,0,0
713548,2,2,0,0,0
713550,1,1,0,0,0
713551,1,1,0,0,0
713552,1,1,0,0,7
713553,1,1,0,0,6
713554,1,2,0,0,0
713555,2,1,0,0,0
713556,1,1,0,0,0
713557,1,1,0,0,6
713558,1,1,0,0,0
713559,2,1,0,0,0
713560,2,1,0,0,0
713561,2,2,0,0,0
713562,1,2,1,0,0
713563,2,1,0,0,0
713564,1,1,0,1,10
713567,1,2,0,0,0
713568,2,1,0,0,3
713569,1,1,0,0,5
713570,1,1,0,0,0
713571,1,1,0,0,1
713572,1,1,0,0,5
713573,1,3,0,0,0
713575,1,1,1,0,0
713576,1,2,0,0,0
713578,1,1,0,0,0
713579,1,1,0,1,0
713580,1,1,0,0,0
713581,1,1,0,0,0
713582,1,1,0,0,1
713583,1,1,0,0,0
713584,1,1,0,0,0
713585,1,1,0,0,4
713586,1,1,0,0,0
713587,1,1,0,0,0
713588,1,1,0,0,0
713594,2,0,0,0,0
713595,1,1,0,0,0
713596,1,1,0,0,9
713598,1,1,0,0,0
713599,1,2,1,0,0
713600,1,1,0,0,1
713602,1,1,0,0,0
713603,1,1,0,0,0
713604,1,1,0,0,6
713605,1,1,0,0,9
713606,1,1,0,0,0
713607,1,2,0,0,7
713608,1,1,0,0,0
713609,1,2,0,0,0
713610,1,2,0,0,0
713611,1,2,0,0,0
713612,1,3,1,0,0
713613,1,1,0,0,0
713614,1,1,0,0,0
713615,1,1,0,0,0
713616,1,1,0,1,0
713617,1,1,0,0,0
713618,1,2,0,0,0
713621,2,1,0,0,0
713623,1,2,0,1,0
713624,1,2,0,0,0
713625,2,1,0,0,0
713626,1,1,0,0,0
713627,1,1,0,0,0
713629,1,1,0,0,0
713630,1,2,0,0,0
713631,1,2,0,0,0
713632,1,1,0,0,0
713634,1,3,0,1,25
713635,2,1,0,0,11
713637,1,1,0,0,18
713638,1,2,0,0,0
713639,1,1,0,0,1
713642,1,1,1,0,0
713643,1,1,0,0,7
713644,1,1,0,0,0
713645,1,2,0,0,0
713646,1,1,0,0,0
713647,1,1,0,0,0
713648,1,2,0,0,0
713649,1,1,0,0,0
713650,2,1,0,0,4
713651,1,2,0,0,1
713652,3,0,0,0,0
713653,1,1,0,0,0
713654,2,2,0,0,0
713655,2,2,0,0,0
713656,1,2,0,0,0
713657,1,3,0,0,0
713658,1,1,0,0,0
713660,1,2,0,1,0
713661,1,2,0,0,0
713662,1,1,0,0,0
713663,1,1,0,0,9
713664,1,1,0,2,16
713665,1,1,0,0,0
713666,1,1,0,0,0
713667,1,1,0,0,0
713671,1,1,0,0,2
713672,1,1,0,0,6
713673,1,1,1,0,0
713674,1,1,1,0,0
713675,1,1,0,0,0
713676,1,2,0,0,0
713677,1,1,0,0,5
713678,1,1,0,0,0
713679,1,1,0,0,0
713680,1,1,0,1,13
713681,1,1,0,0,0
713682,1,1,0,0,2
713683,1,1,0,0,3
713685,1,1,0,0,1
713686,1,1,0,1,12
713687,1,1,0,0,9
713688,1,1,0,0,0
713691,1,3,0,0,0
713693,2,1,0,0,1
713694,1,3,0,0,11
713695,1,2,0,1,0
713696,1,1,0,0,0
713697,1,3,0,0,0
713698,2,1,0,0,0
713699,1,2,0,0,0
713700,1,2,0,0,0
713702,2,1,0,0,0
713703,1,1,0,0,0
713704,1,1,0,0,0
713705,1,1,0,0,9
713706,2,1,0,0,0
713707,1,1,0,0,0
713708,1,1,0,0,0
713709,1,1,0,0,0
713710,0,1,0,0,1
713711,2,1,0,0,5
713714,1,2,0,0,0
713715,1,1,0,0,0
713716,1,1,0,0,0
713717,2,1,0,1,0
713718,1,2,0,1,48
713721,1,1,0,0,0
713722,2,1,0,0,12
713724,1,1,0,0,4
713726,1,1,0,0,0
713727,2,1,0,0,0
713728,1,1,0,0,0
713731,1,2,0,0,6
713732,1,1,0,1,0
713733,1,1,0,0,0
713735,1,1,0,0,0
713736,0,1,0,0,0
713737,1,1,0,0,13
713739,2,1,0,0,0
713740,1,2,0,0,5
713741,1,1,0,0,5
713742,1,3,0,0,0
713743,1,1,0,0,0
713745,1,1,0,0,0
713746,1,1,0,0,0
713747,1,1,0,0,0
713750,1,1,0,0,0
713751,1,1,0,0,0
713753,1,1,0,0,1
713754,1,1,0,0,5
713756,1,2,0,0,3
713757,1,1,0,1,0
713759,1,1,0,0,0
713760,1,1,0,0,0
713761,1,2,0,0,12
713763,1,2,0,0,12
713764,1,1,0,0,2
713765,1,1,0,0,0
713766,1,1,0,0,0
713768,1,1,0,0,0
713770,1,2,0,0,0
713771,1,2,0,0,0
713773,1,2,0,0,0
713774,1,1,0,0,0
713775,2,1,0,0,0
713776,1,1,0,0,0
713777,1,1,0,0,13
713778,1,1,0,0,0
713779,1,2,0,0,0
713780,1,1,0,0,0
713781,2,1,0,0,0
713783,1,1,0,0,8
713784,2,1,0,0,0
713786,1,1,0,0,9
713787,1,1,0,0,0
713788,1,1,0,0,4
713791,1,1,0,0,1
713792,1,2,0,0,18
713793,1,2,0,0,1
713794,1,1,0,0,0
713795,1,1,0,0,4
713796,1,1,0,0,0
713799,1,2,0,0,0
713800,1,1,0,0,0
713801,1,1,0,0,0
713802,1,2,0,0,0
713803,1,1,0,0,3
713805,1,1,0,0,0
713806,1,3,0,0,0
713807,1,2,0,0,0
713808,1,3,0,0,3
713809,1,1,0,0,5
713810,1,2,0,0,0
713811,1,2,1,0,0
713813,1,1,0,0,6
713814,1,1,0,1,0
713815,1,2,0,1,0
713816,1,1,0,0,2
713817,1,2,0,0,0
713818,2,1,0,0,0
713819,1,1,0,0,4
713820,1,1,0,0,0
713821,1,1,0,0,0
713822,1,1,0,0,0
713824,1,1,0,0,0
713825,2,1,0,0,0
713826,1,2,0,0,0
713827,1,2,0,0,0
713829,1,1,0,0,0
713830,1,1,0,0,16
713831,1,1,0,0,0
713832,1,1,0,0,6
713833,1,1,0,0,0
713834,1,1,0,0,0
